organisation_id,survey_data_id,ecd_name,center_type_name,center_active,name_of_contact_person,phone_number_contact_person,group_village_head,district,ecd_code,cbcc_code,name_data_collector,date_data_collection,parliamentary_constituency,village,traditional_authority,name_nearest_town_trading_center,latitude,longitude,global_positioning_system_eastings,global_positioning_system_northings,non_governmental_organisation_supporting_ecd,community_based_organisation_supporting_ecd,caregivers_male,caregivers_female,caregivers_total,trained_caregivers_male,trained_caregivers_female,trained_caregivers_total,untrained_caregivers_male,untrained_caregivers_female,untrained_caregivers_total,dropped_care_givers_3_years_male,dropped_care_givers_3_years_female,dropped_care_givers_3_years_total,parent_committee_members_male,parent_committee_members_female,parent_committee_members_total,dropped_trained_caregivers_3_years_male,dropped_trained_caregivers_3_years_female,dropped_trained_caregivers_3_years_total,registered_male,registered_female,registered_total,attendance_visit_day_male,attendance_visit_day_female,attendance_visit_day_total,transition_primary_school_male,transition_primary_school_female,transition_primary_school_total,orphan_male,orphan_female,orphan_total,special_needs_male,special_needs_female,special_needs_total,ecd_structure,structure_type_name,class_room_number,has_toilet,toilet_number,toilet_child_friendly,has_water_supply,water_source_type_name,distance_to_water_source_meters,has_garden,garden_size_acres,irrigable_dimba_land,irrigable_dimba_land_size_acres,has_feeding_program,has_kitchen,has_store_room,has_outdoor_materials,has_eating_utensils,distance_nearest_health_primary_school,primary_school_name,distance_nearest_health_facility_kilometers,health_facility_name,observation,logs,ta
87,1447,Tilipo,,,,884087713,M'banda,Blantyre,,30599080,J. Manyumba,11-Sep-13,,Andisen,Kunthembwe,Chileka,,,0,0,,Chisangalalo,0,3,3,0,0,0,0,3,3,0,0,0,3,5,8,0,0,0,16,27,43,11,9,20,3,2,5,1,1,2,0,0,0,0,,,1,1,0,1,Borehole,100,0,,0,,1,0,0,0,0,0.5,,3,,,,
87,1448,Tinvane,,,,88119874,Gwadani,Blantyre,,30599081,J. Manyumba,11-Sep-13,,Mabrain,Kunthembwe,Chikuli,,,0,0,Save The Children,Namalowe,0,4,4,0,0,0,0,4,4,0,0,0,4,6,10,0,0,0,22,43,65,12,25,37,3,8,11,4,13,17,0,0,0,0,Permanent,1,0,,0,1,Borehole,300,1,0.5,1,0.5,1,0,0,0,1,1.5,,0.5,,,,
87,1449,Gwadani,,,,882122496,Gwadani,Blantyre,,30599082,J. Manyumba,11-Sep-13,,Gwadani,Kunthembwe,Chikuli,,,0,0,Save The Children,Namalowe,1,3,4,1,0,1,0,3,3,0,0,0,2,8,10,0,0,0,17,30,47,12,18,30,0,0,0,19,3,22,0,0,0,0,Permanent,1,0,,0,1,Borehole,400,1,0.5,1,0.25,1,0,0,0,1,3,,5,,,,
87,1450,MAPANGA,,,CG,882650309,Gwadani,Blantyre,,30599083,J. Manyumba,11-Sep-13,,Kubalaza,Kunthembwe,Chikuli,,,0,0,Save The Children,Namalowe,0,2,2,0,0,0,0,2,2,0,0,0,4,6,10,0,0,0,29,22,51,14,20,34,6,4,10,7,5,12,0,0,0,0,Temporary,1,0,,0,1,Borehole,300,1,0.25,0,,1,0,0,0,0,2.5,,3,,,,
87,1451,MWAMBIRI,,,CG,882917196,Gwadani,Blantyre,,30599084,J. Manyumba,11-Sep-13,,Issah,Kunthembwe,Chikuli,,,0,0,Save The Children,Namalowe,0,3,3,0,0,0,0,3,3,0,0,0,4,6,10,0,0,0,26,20,46,10,15,25,0,0,0,10,7,17,0,0,0,0,Permanent,1,1,1,0,1,Borehole,50,1,0.5,0,,1,0,0,0,0,2.5,,3,,,,
87,1452,TISAMALENI,,,CG,881001055,Makunje,Blantyre,,30599085,J. Manyumba,11-Sep-13,,Tabia,Kunthembwe,Chikuli,,,0,0,,Tigwirizane,0,4,4,0,0,0,0,4,4,0,0,0,0,10,10,0,0,0,18,26,44,14,20,34,3,5,8,7,9,16,0,0,0,0,Permanent,1,0,,0,1,Borehole,100,1,0.5,0,,1,0,0,0,1,0.5,,1,,,,
87,1453,LALANJE,,,CG,884175808,Gwadani,Blantyre,,30599086,J. Manyumba,11-Sep-13,,Twaya,Kunthembwe,Chukuli,,,0,0,,Namalowe,0,4,4,0,0,0,0,4,4,0,0,0,3,7,10,0,0,0,10,30,40,6,25,31,7,13,20,10,15,25,0,0,0,0,Permanent,1,0,,0,1,River,500,1,1,1,1,1,0,0,0,0,1.5,,3,,,,
87,1454,LALANJE GOMANI,,,CG,881119874,Gwadani,Blantyre,,30599087,J. Manyumba,11-Sep-13,,Gomani,Kunthembwe,Chukuli,,,0,0,Save The Children,Namalowe,0,4,4,0,0,0,0,4,4,0,0,0,4,6,10,0,0,0,15,20,35,7,18,25,3,4,7,2,1,3,0,0,0,0,Temporary,1,0,,0,1,Borehole,200,0,,0,,1,0,0,0,0,2,,8,,,,
87,1455,NGOLEKA CBCC,,,CG,882677690,Ngoleka,Blantyre,,30599088,J. Manyumba,11-Sep-13,,Ngoleka,Kunthembwe,Chikuli,,,0,0,,Wamalowe,0,6,6,0,0,0,0,6,6,0,0,0,4,6,10,0,0,0,29,75,104,20,38,58,8,4,12,4,5,9,0,0,0,0,Permanent,1,0,,0,1,Borehole,300,0,,0,,0,0,0,0,1,0.5,,4.5,,,,
87,1456,Chitsanzo CBCC,,,CG,,Kuthembwe,Blantyre,,30599089,J. Manyumba,11-Sep-13,,Chisembwere,Kunthembwe,Chikuli,,,0,0,Save The Children,Chikowa,1,8,9,0,2,2,1,6,7,0,0,0,4,6,10,0,0,0,16,20,36,16,18,34,9,6,15,2,3,5,0,0,0,0,Permanent,1,1,2,1,1,Borehole,50,0,,0,,0,1,0,1,1,0.5,,2.5,,,,
87,1457,CHIMWEMWE CBCC,,,CG,882231347,Kuthembwe,Blantyre,,30599090,J. Manyumba,12-Sep-13,,Chitambuli,Kunthembwe,Chikuli,,,0,0,Save The Children,Chikowa,1,3,4,0,0,0,1,3,4,0,0,0,2,8,10,0,0,0,24,21,45,10,12,22,2,4,6,3,4,7,0,0,0,0,Temporary,1,0,,0,1,Borehole,500,1,1,0,,1,0,0,0,1,0.5,,2.5,,,,
87,1458,KHADZE CBCC,,,CG,881879487,Gwadani,Blantyre,,30599091,J. Manyumba,11-Sep-13,,Kamanga,Kunthembwe,Chikuli,,,0,0,Save The Children,Namalowe,0,2,2,0,1,1,0,1,1,0,0,0,4,6,10,0,0,0,30,22,52,18,20,38,3,2,5,2,4,6,0,0,0,0,Temporary,1,0,,0,1,Borehole,500,1,1,0,,1,0,0,0,1,0.5,,3,,,,
87,1459,NKANAMVA0,,,CG,881879487,Gwadani,Blantyre,,30599092,J. Manyumba,11-Sep-13,,Kanyanda,Kunthembwe,Chikuli,,,0,0,Save The Children,Namalowe,0,2,2,0,0,0,0,2,2,0,0,0,4,6,10,0,0,0,90,60,150,16,44,60,8,12,20,4,2,6,0,0,0,0,,,0,,0,1,Borehole,400,1,0.5,0,,1,0,0,0,0,3,,4,,,,
87,1460,MLAMBE 3 CBCC,,,CG,884906991,Kuthembwe,Blantyre,,30599093,J. Manyumba,10-Sep-13,,Lisangwi,Kunthembwe,Chikuli,,,0,0,Save The Children,Namalowe,2,3,5,0,1,1,2,2,4,0,0,0,5,5,10,0,0,0,15,16,31,6,9,15,3,4,7,1,0,1,0,0,0,0,Temporary,1,1,1,1,1,Borehole,50,1,0.5,1,0.25,1,1,1,0,1,0.5,,4,,,,
87,1461,CHITETE CBCC,,,CG,881022768,Kuthembwe,Blantyre,,30599094,J. Manyumba,12-Sep-13,,Churaule,Kunthembwe,Chikuli,,,0,0,Save The Children,Chikowa,3,2,5,1,0,1,2,2,4,0,0,0,5,5,10,0,0,0,10,17,27,7,12,19,4,3,7,1,1,2,0,0,0,0,Temporary,1,0,,0,1,Borehole,50,1,0.5,0,,1,0,0,0,1,2,,12,,,,
87,1462,MLAMUNDIWE CBCC,,,CG,882449729,Gwadani,Blantyre,,30599095,J. Manyumba,12-Sep-13,,Ngoleka,Kunthembwe,Chikuli,,,0,0,Save The Children,Namalowe,0,5,5,0,0,0,1,0,1,0,0,0,4,6,10,0,0,0,12,12,24,10,5,15,2,3,5,1,0,1,0,0,0,0,,,0,,0,1,River,500,0,,0,,1,0,0,0,0,3,,4,,,,
87,1463,CHIGODI CBCC,,,CG,882423194,Thembwe,Blantyre,,30599096,J. Manyumba,12-Sep-13,,Dawa,Kuntaja,Chikuli,,,0,0,Save The Children,Chikowa,0,5,5,0,4,4,0,1,1,0,0,0,4,6,10,0,0,0,18,64,82,0,0,0,15,37,52,0,0,0,0,0,0,0,,,0,,0,1,Borehole,400,0,,0,,0,0,0,0,1,1,,2.5,,,,
87,1464,NAFISI CBCC,,,CG,884180115,Gwadani,Blantyre,,30599097,J. Manyumba,12-Sep-13,,Goliati,Kunthembwe,Chikuli,,,0,0,,Namalowe,0,6,6,0,0,0,0,6,6,0,0,0,2,8,10,0,0,0,30,50,80,25,25,50,15,5,20,3,5,8,0,0,0,0,Temporary,1,1,3,1,1,Borehole,500,0,,0,,1,0,0,0,0,5,,8,,,,
87,1465,ST TUKAMTEDZA CBCC,,,CG,882710623,Kuthembwe,Blantyre,,30599098,J. Manyumba,12-Sep-13,,Kaliati,Kunthembwe,Chikuli,,,0,0,Save The Children,Namalowe,1,4,5,1,2,3,0,0,0,0,0,0,5,5,10,0,0,0,28,44,72,17,15,32,21,4,25,6,4,10,0,0,0,0,Temporary,1,1,1,0,1,Tap,100,1,0.75,0,,0,0,0,0,1,0.2,,10,,,,
87,1466,Blessings Nursery,,,CG,993823938,Kajombo,Blantyre,,30599099,Patricia Fatch,25-Nov-13,,Chilobwe,Kapeni,Chilobwe,,,0,0,,,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9,9,18,9,5,14,0,0,0,0,0,0,0,0,0,0,Semi Permanent,1,1,1,1,1,Tap,100,0,,0,,0,0,0,0,0,0.5,,0.15,,,,
87,1467,MVUNGUTI CBCC,,,CG,8846700151,Kuthembwe,Blantyre,,30599100,J. Manyumba,12-Sep-13,,Lisangwi,Kunthembwe,Chikuli,,,0,0,Save The Children,Chikowa,1,4,5,1,3,4,0,1,1,0,0,0,2,8,10,0,0,0,17,18,35,5,10,15,2,3,5,6,4,10,0,0,0,0,Temporary,1,1,2,1,1,Borehole,400,0,,0,,0,0,0,0,1,2,,12,,,,
87,1468,FREBEZE PVT,,,CG,999952163,Matope,Blantyre,,30599101,Fred Banda,19-Sep-13,,Somanje Makata,Kapeni,Ndirande,,,0,0,,,0,5,5,0,2,2,0,3,3,0,1,1,0,10,10,0,0,0,16,18,34,13,17,30,5,4,9,0,0,0,0,1,1,0,Permanent,3,0,,0,1,Tap,100,0,,0,,0,1,1,1,0,,,3,,,,
87,1469,PRAISE PVT,,,CG,0999261145/0999662508,Matope,Blantyre,,30599102,Fred. H. Banda,19-Sep-13,,Mlanga,Kapeni,Goliyo/Ndirande,,,0,0,,,0,2,2,0,1,1,0,1,1,1,1,2,0,0,0,0,0,0,19,17,36,10,12,22,4,7,11,0,0,0,0,2,2,0,Temporary,1,1,1,0,1,Tap,8,0,,0,,1,0,0,0,1,1,,2,,,,
87,1470,CHISU PVT NURSERY,,,CG,999651914,Matope,Blantyre,,30599103,Fred H. Banda,19-Sep-13,,Mlanga,Kapeni,Ndilande/Goliyo market,,,0,0,,,0,4,4,0,1,1,0,3,3,0,1,1,0,0,0,0,0,0,20,21,41,20,21,41,7,8,15,1,1,2,0,1,1,0,Permanent,1,0,,0,1,Tap,400,0,,0,,1,0,0,1,1,4,,8,,,,
87,1471,HOLY ANGELS PVT NURSERY,,,CG,884460187,Matope,Blantyre,,30599104,Fred H Banda,19-Sep-13,Blantyre City Central,Mpunga,Kapeni,Goliyo Market/Ndirande,,,0,0,,,0,2,2,0,1,1,0,1,1,0,2,2,0,0,0,0,0,0,10,15,25,11,14,25,5,2,7,0,0,0,0,0,0,0,Permanent,1,1,2,0,1,Tap,100,0,,0,,0,0,0,0,0,3,,2,,The centre has 0 good toilets friendly for children and with 0 kitchen as well as outdoor play materials,,
87,1472,CHIKONDI PVT NURSERY,,,CG,999269036,Matope,Blantyre,,30599105,Fred H Banda,19-Sep-13,Blantyre City Central,Chakana,Kapeni,Ndirande market/ Ndirande,,,0,0,,,0,5,5,0,5,5,0,0,0,0,0,0,0,5,5,0,0,0,12,40,52,0,0,0,6,1,7,0,0,0,0,0,0,0,Semi Permanent,1,1,2,1,1,Tap,200,0,,0,,1,1,0,0,0,1,,0.3,,,,
87,1473,TRIPLE PVT NURSERY,,,CG,888971984,Matope,Blantyre,,30599106,Fred H. Banda,20-Sep-13,,Somanje Makata,Kapeni,Gamula/ Ndirande,,,0,0,,,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,6,14,20,6,14,20,0,0,0,0,0,0,0,0,0,0,Temporary,1,1,2,1,1,Tap,300,0,,0,,1,1,1,0,0,3,,4,,,,
87,1474,CHIFUNDO CENTRE 1,,,CG,0995273449/09992556542,Matope,Blantyre,,30599107,Fred H. Banda,20-Sep-13,,Somanje Makata,Kapeni,Malesia Ndirande malabada,,,0,0,,,0,1,1,0,0,0,0,1,1,0,4,4,2,8,10,6,0,6,31,49,80,19,18,37,4,3,7,12,28,40,0,2,2,0,Permanent,3,1,4,1,1,Borehole,5,1,1,0,,1,1,1,1,1,0.5,,1,,,,
87,1475,PRECIOUS PVT NURSERY,,,CG,888363535,Matope,Blantyre,,30599108,Fred H. Banda,20-Sep-13,,Somanje Makata,Kapeni,Ndirande Malesiya,,,0,0,,,0,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,7,8,15,7,6,13,11,15,26,0,0,0,0,0,0,0,Permanent,1,1,2,1,1,Tap,100,0,,0,,1,0,0,1,1,1,,3,,,,
87,1476,CHIYEMBEKEZO ORPHAN CARE,,,CG,884237928,Matope,Blantyre,,30599109,Fred H. Banda,20-Sep-13,,Somanje Mataka,Kapeni,Ndirande Malesiya,,,0,0,,Chiyembekezo,0,2,2,0,1,1,0,1,1,0,0,0,4,6,10,3,0,3,23,19,42,11,15,26,3,4,7,9,6,15,1,0,1,0,Temporary,3,1,1,1,1,Tap,100,0,,0,,1,1,1,1,1,0.5,,2,,,,
87,1477,TISAWATAYE ORPHANE CARE CBCC,,,CG,999910200,Matope,Blantyre,,30599110,Fred Banda,20-Sep-13,,Somanje Makata,Kapeni,Ndirande,,,0,0,Open Arms,Tisawataye,0,3,3,0,1,1,0,2,2,0,3,3,4,6,10,0,0,0,22,20,42,21,16,37,4,8,12,8,10,18,2,0,2,0,Permanent,1,1,2,1,1,Tap,10,1,1,1,1,1,1,0,1,1,0.2,,1,,,,
87,1478,YAMIKANI CBCC,,,CG,888666239,Matope,Blantyre,,30599111,Fred H. Banda,20-Sep-13,,Somanje Makata,Kapeni,Ndirande Satowe,,,0,0,The Alliance Community Development,,0,3,3,0,1,1,0,2,2,0,2,2,4,6,10,1,0,1,30,40,70,24,30,54,6,4,10,15,17,32,0,0,0,0,Temporary,1,1,2,1,1,Tap,20,0,,0,,1,1,0,1,1,0.5,,2,,,,
87,1479,MERCY MONTESSORI CHILDREN CENTER,,,CG,99458021,Matope,Blantyre,,30599112,Fred H. Banda,20-Sep-13,,Somanje Makata,Kapeni,Ndirande/Mchombo Wadona,,,0,0,Christian Montessori School,,1,3,4,0,0,0,1,3,4,0,4,4,6,4,10,0,0,0,35,51,86,10,36,46,4,5,9,14,16,30,0,0,0,0,Temporary,3,1,1,1,1,Tap,300,0,,0,,1,1,1,1,1,1,,2,,,,
87,1480,SHALOM PVT NURSERY,,,CG,884511294,Matope,Blantyre,,30599113,Fred H. Banda,20-Sep-13,,Kapeni,Kapeni,Zambia Market/Ndirande,,,0,0,,,0,3,3,0,1,1,0,2,2,0,1,1,0,0,0,0,0,0,21,49,70,0,0,0,5,15,20,0,0,0,0,0,0,0,Temporary,2,1,2,1,1,Tap,4,0,,0,,1,0,0,1,1,3,,2,,,,
87,1481,HIGHLINE PVT NURSERY,,,CG,888644407,Matope,Blantyre,,30599114,Frad H. Banda,20-Sep-13,,George Muloyi,Kapeni,Ndirande Chinsewu,,,0,0,,,0,2,2,0,0,0,0,1,1,0,3,3,0,0,0,0,0,0,7,8,15,8,4,12,4,2,6,0,0,0,0,0,0,0,Temporary,4,1,2,1,1,Tap,300,0,,0,,1,0,0,0,0,1,,1,,,,
87,1482,JEWDA PVT NURSERY,,,CG,996608559,Matope,Blantyre,,30599115,Fred H. Banda,20-Sep-13,,Chawaka,Kapeni,Ndirande Market,,,0,0,,,0,2,2,0,1,1,0,1,1,0,4,4,5,5,10,1,0,1,20,27,47,21,23,44,5,10,15,0,0,0,0,0,0,0,Temporary,3,1,1,1,1,Tap,2,0,,0,,1,1,1,1,1,1,,0.3,,,,
87,1483,WUTUSHE PVT NURSEY,,,CG,999028987,Matope,Blantyre,,30599116,Fred H. Banda,20-Sep-13,,Chakana,Kapeni,Ndirande Safara,,,0,0,,,0,5,5,0,2,2,0,3,3,0,1,1,4,3,7,1,0,1,72,75,147,68,73,141,21,18,39,0,0,0,0,1,1,0,Temporary,3,1,2,1,1,Tap,2,0,,0,,1,1,1,1,1,1,,1,,,,
87,1484,NDIRANDE PRAISE NURSEY,,,CG,99366538,Matope,Blantyre,,30599117,Fred H. Banda,23-Sep-13,,Somanje Makata,Kapeni,Ndirande,,,0,0,,,0,5,5,0,0,0,0,5,5,0,2,2,3,4,7,0,0,0,35,45,80,30,38,68,8,12,20,0,0,0,0,1,1,0,Temporary,4,1,2,1,1,Tap,4,0,,0,,1,1,1,1,1,0.1,,1,,,,
87,1485,TEWO PVT NURSERY,,,CG,,Matope,Blantyre,,30599118,Fred H. Banda,23-Sep-13,,Somanje Maka,Kapeni,Ndirande Malesia,,,0,0,,,0,2,2,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,4,6,10,0,0,0,2,3,5,0,0,0,0,0,0,0,Temporary,3,1,2,1,1,Tap,300,0,,0,,0,0,0,0,0,0.2,,1,,,,
87,1487,GOLDEN ERAH NURSERY,,,CG,998593294,Kajombo,Blantyre,,30599120,Patricia Fatch,04-Dec-13,,Chimwankhunda,Kapeni,Chimwankhunda,,,0,0,,,0,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,8,8,16,8,5,13,0,0,0,0,0,0,0,0,0,0,Semi Permanent,1,1,1,1,1,Tap,100,0,,0,,1,1,1,0,1,0.28,,0.25,,,,
87,1488,Tiyamike PVT Nursery,,,CG,999483379,Matope,Blantyre,,30599121,Fred H. Banda,23-Sep-13,,Somanje Makata,Kapeni,Chinthali Makata Church,,,0,0,,,1,2,3,0,1,1,0,2,2,0,3,3,2,7,9,1,0,1,38,50,88,21,39,60,4,7,11,2,3,5,1,0,1,0,Semi Permanent,2,1,2,1,1,Tap,300,0,,0,,1,1,1,1,1,0.5,,1,,,,
87,1489,Ndirande Holy Ghost,,,CG,111914795,Matope,Blantyre,,30599122,Beatrice Maharu,23-Sep-13,,Somanje Makata,Kapeni,Ndirande Holy Ghost,,,0,0,Mary Meals,,0,5,5,0,5,5,0,0,0,0,0,0,4,6,10,0,0,0,66,74,140,50,60,110,15,20,35,26,30,56,0,1,1,0,Permanent,1,1,1,1,1,Tap,5,0,,0,,1,1,0,1,1,0.5,,2,,,,
87,1490,Alemezeke PVT Nursery,,,CG,,Matope,Blantyre,,30599123,Fred Banda,23-Sep-13,,Somanje Makata,Kapeni,Ndirande Chinsewu,,,0,0,,,1,3,4,0,0,0,1,3,4,1,1,2,4,6,10,0,0,0,23,17,40,23,17,40,3,3,6,0,3,3,0,0,0,0,Permanent,2,1,3,1,1,Tap,400,0,,0,,1,1,1,1,1,1,,1,,,,
87,1491,FRENASO CBCC,,,CG,993845153,Matope,Blantyre,,30599124,Frd Banda,23-Sep-13,,Somanje Makata,Kapeni,Ndirande Zambia,,,0,0,AYIDO,Ferenaso,1,2,3,1,1,2,0,1,1,0,4,4,4,6,10,2,0,2,12,16,28,10,11,21,12,9,21,13,13,26,1,1,2,0,Permanent,3,1,1,1,1,Tap,100,0,,0,,1,1,1,1,1,3,,2,,,,
87,1492,HOPE PVT NURSERY,,,CG,,Matope,Blantyre,,30599125,Fred Banda,23-Sep-13,,Somanje Makata,Kapeni,Ndirande Chinsewu,,,0,0,,,1,1,2,0,0,0,1,1,2,0,2,2,4,6,10,0,0,0,14,8,22,9,6,15,1,2,3,0,0,0,0,0,0,0,Temporary,2,1,2,1,1,Tap,100,0,,0,,1,1,1,0,0,1,,1,,,,
87,1493,CHIFUNDO CENTER 2,,,CG,995273449,Matope,Blantyre,,30599126,Beatrice Mahalu,23-Sep-13,,Chakana,Kapeni,Ndirande Market,,,0,0,Blantyre Project Office(sy0d),,0,3,3,0,3,3,0,0,0,0,4,4,5,5,10,6,4,10,12,16,28,13,14,27,13,20,33,14,9,23,0,0,0,0,Permanent,3,1,4,1,1,Tap,3,1,2,0,,1,1,1,1,1,2,,0.1,,,,
87,1494,Dzipereke PVT Nursery,,,CG,999879780,Matope,Blantyre,,30599127,Beatrice Banda,23-Sep-13,,Chakana,Kapeni,Njoka Safalawo Road,,,0,0,,,0,1,1,0,0,0,0,1,1,0,0,0,4,6,10,0,0,0,3,5,8,3,3,6,0,0,0,0,0,0,0,0,0,0,Permanent,2,1,2,1,1,Tap,300,0,,0,,1,1,1,1,1,1,,0.2,,,,
87,1495,CHIKAONEKA PVT NURSERY,,,CG,999631842,Matope,Blantyre,,30599128,Beatrice Mahalu,23-Sep-13,,Simanje Makata,Kapeni,Ndirande,,,0,0,,,1,6,7,0,0,0,1,6,7,0,3,3,4,6,10,0,0,0,45,50,95,38,22,60,21,29,50,0,0,0,0,0,0,0,Permanent,2,1,4,1,1,Tap,8,0,,0,,1,1,1,1,1,1,,1,,,,
87,1496,KUDZIPEREKA CARE AND SUPPORT CBCC,,,CG,999344149,Matope,Blantyre,,30599129,Fred Banda,23-Sep-13,,Somanje Makata,Kapeni,Ndirande Wanjara Market,,,0,0,,,1,3,4,0,0,0,1,3,4,0,3,3,4,6,10,0,0,0,36,35,71,23,17,40,8,4,12,14,26,40,0,0,0,0,Temporary,4,1,1,1,1,Tap,200,0,,0,,1,0,0,1,1,1,,2,,,,
87,1497,Thamanda PVT Nursery,,,CG,995445609,Matope,Blantyre,,30599130,Frad Banda,23-Sep-13,,George Muloyi,Kapeni,Ndirande Kapolo Sungeni,,,0,0,,,0,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,10,15,25,10,15,25,2,2,4,0,0,0,0,0,0,0,Temporary,1,1,1,1,1,Tap,500,0,,0,,1,0,0,0,1,1,,1,,,,
87,1498,Subusiso PVT Nursery,,,CG,888568877,Matope,Blantyre,,30599131,Fred Banda,23-Sep-13,,George Muloyi,Kapeni,Ndirande Njala Market,,,0,0,,,0,2,2,0,1,1,0,1,1,0,0,0,0,0,0,4,4,8,20,30,50,20,28,48,0,0,0,0,0,0,2,0,2,0,Temporary,2,1,1,1,1,Tap,100,0,,0,,1,1,1,1,1,1,,1,,,,
87,1499,Fatsani CBCC,,,CG,993384194,Matope,Blantyre,,30599132,Beatrice Mahalu,23-Sep-13,,George Muloyi,Kapeni,Ndirande,,,0,0,,,0,3,3,0,1,1,0,2,2,0,1,1,3,4,7,0,0,0,12,18,30,10,15,25,5,10,15,0,0,0,1,0,1,0,Permanent,1,1,1,1,1,Borehole,50,0,,0,,1,1,1,1,1,1,,1,,,,
87,1500,DALITSO PVT,,,CG,993897457,Matope,Blantyre,,30599133,Beatrice Mahalu,23-Sep-13,,Makata,Kapeni,Ndirande,,,0,0,,,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,20,15,35,12,20,32,5,3,8,0,0,0,0,0,0,0,Temporary,1,1,4,1,1,Tap,50,0,,0,,1,1,1,0,1,0.5,,0.5,,,,
87,1501,YANKHO PVT NURSERY,,,CG,991805709,Matope,Blantyre,,30599134,Fred Banda,23-Sep-13,,Chejine,Kapeni,Ndirande,,,0,0,,,0,3,3,0,0,0,0,3,3,0,2,2,4,6,10,0,0,0,30,38,68,30,38,68,8,10,18,0,0,0,1,1,2,0,Temporary,1,1,2,1,1,Tap,100,0,,0,,1,1,0,1,1,1,,2,,,,
87,1502,CHITALA PVT NURSERY,,,CG,884498492,Matope,Blantyre,,30599135,Beatrice Maharu,23-Sep-13,,Somanje Makata,Kapeni,Ndirande Zambia,,,0,0,,,1,3,4,0,2,2,1,1,2,1,3,4,1,3,4,3,0,3,10,25,35,10,25,35,9,6,15,0,0,0,1,0,1,0,Permanent,3,1,3,1,1,Tap,100,0,,0,,1,1,1,1,1,2,,2,,,,
87,1503,TWINHEAD PVT NURSERY,,,CG,884044143,Matope,Blantyre,,30599136,Beatrice Maharu,24-Sep-13,,Somanje Makata,Kapeni,Ndirande,,,0,0,,,0,2,2,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,13,12,25,13,12,25,0,0,0,0,0,0,0,0,0,0,Temporary,2,1,2,1,1,Tap,100,0,,0,,1,1,1,0,1,3,,4,,,,
87,1504,CHISOMO PVT NURSERY,,,CG,884280122,Matope,Blantyre,,30599137,Beatrice Maharu,24-Sep-13,,Somanje Makata,Kapeni,Ndirande,,,0,0,,,0,3,3,0,1,1,0,2,2,0,0,0,3,3,6,0,0,0,25,45,70,41,29,70,5,6,11,3,2,5,0,0,0,0,Permanent,3,1,1,1,1,Tap,400,0,,0,,1,0,0,0,1,3,,3,,,,
87,1505,SAMARITAN PVT NURSERY,,,CG,993142958,Matope,Blantyre,,30599138,Fred Banda,24-Sep-13,,Somanje Makata,Kapeni,Ndirande,,,0,0,,,0,2,2,0,0,0,0,2,2,0,0,0,3,2,5,0,0,0,28,23,51,28,21,49,3,3,6,1,0,1,1,0,1,0,Permanent,1,1,4,1,1,Tap,5,0,,0,,1,0,0,0,1,3,,4,,,,
87,1506,ELIM PVT NURSERY,,,CG,999641028,Matope,Blantyre,,30599139,Fred Banda,24-Sep-13,,Somanje Makata,Kapeni,Ndirande Magalasi,,,0,0,,,0,2,2,0,1,1,0,1,1,1,4,5,3,7,10,1,1,2,7,13,20,7,12,19,7,8,15,0,0,0,0,0,0,0,Permanent,1,1,4,1,1,Tap,4,0,,0,,1,1,1,1,1,1,,1.5,,,,
87,1507,ACTS 3 ORPHANAGE,,,CG,993595158,Matope,Blantyre,,30599140,Fred Banda,23-Sep-13,,Somanje Makata,Kapeni,Magalasi,,,0,0,,,0,2,2,0,0,0,0,2,2,2,0,2,6,4,10,0,0,0,8,10,18,11,5,16,0,0,0,2,4,6,0,0,0,0,Permanent,1,1,4,1,1,Tap,3,0,,0,,1,1,1,1,0,3,,2,,,,
87,1508,MONTESORI CHRISTIAN,,,CG,997256386,Matope,Blantyre,,30599141,Fred Banda,23-Sep-13,,Somanje,Kapeni,Ndirande,,,0,0,,,0,5,5,0,2,2,0,3,3,0,0,0,4,6,10,0,0,0,15,15,30,14,15,29,10,2,12,7,8,15,3,2,5,0,Temporary,1,1,2,1,1,Tap,3,0,,0,,1,1,0,1,1,0.5,,,,,,
87,1509,ST RANY PVT NURSERY,,,CG,888943362,Matope,Blantyre,,30599142,Fred Banda,24-Sep-13,,Somanje Makata,Kapeni,Ndirande Chinsewu,,,0,0,,,1,2,3,0,0,0,1,3,4,0,2,2,0,0,0,2,0,2,10,15,25,9,13,22,5,7,12,0,0,0,0,0,0,0,Temporary,2,1,1,0,1,Borehole,300,0,,0,,0,0,0,0,0,0.5,,1,,,,
